Table ID,Hypothesis,Generator ID,Truth Label,Worker IDs,Labels,Majority Label,JSON
T397,Universal Pictures first released 'Jurassic World: Fallen Kingdom' in June.,GW27,C,"['A3LRZX8477TYYZ', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER']","['00000000001000000', '00000000111000000', '00000000011000000', '00000000101000000', '00000000001000000']",00000000001000000,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""1"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""0""}"
T397,The film Jurassic World: Fallen Kingdom made over a billion dollars.,GW4,E,"['A3LRZX8477TYYZ', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER']","['00000000000000010', '00000000000000010', '00000000000000010', '00000000000000010', '00000000000000010']",00000000000000010,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""0"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""1"", ""none"": ""0""}"
T397,The movie Jurassic World: Fallen Kingdom took several years to film.,GW4,N,"['A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3LRZX8477TYYZ', 'AISFU4P55HYEH']","['00000000000000001', '00000000000000001', '00000000000000001', '00000000000000001', '00000000000000001']",00000000000000001,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""0"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""1""}"
T397,The movie Jurassic World: Fallen Kingdom came out in the United States before WiZink Center.,GW4,C,"['A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3LRZX8477TYYZ', 'AISFU4P55HYEH']","['00000000001000000', '00000000001000000', '00000000001000000', '00000000001000000', '00000000001000000']",00000000001000000,"{""Directed by"": ""0"", ""Produced by"": ""0"", ""Written by"": ""0"", ""Based on"": ""0"", ""Starring"": ""0"", ""Music by"": ""0"", ""Cinematography"": ""0"", ""Edited by"": ""0"", ""Production companies"": ""0"", ""Distributed by"": ""0"", ""Release date"": ""1"", ""Running time"": ""0"", ""Country"": ""0"", ""Language"": ""0"", ""Budget"": ""0"", ""Box office"": ""0"", ""none"": ""0""}"
T613,"Republic of Costa Rica is a multi-ethnic, multi-lingual nation.",GW28,E,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ']","['001100000000', '001100000000', '001100000000', '011100000000', '011100000000']",001100000000,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""1"", ""Ethnic groups  (2011)"": ""1"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T613,Republic of Costa Rica is a tourist destination.,GW28,N,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ']","['000000000001', '000000000001', '000000000001', '000000000001', '000000000001']",000000000001,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""1""}"
T613,Republic of Costa Rica is located in the Pacific.,GW28,C,"['A2UF2FRGVW4T89', 'A2JPOXYZM5AJZZ', 'A365SN61J4UNGR', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9']","['000000000001', '100000000000', '000000000001', '100000000001', '000000000001']",000000000001,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""1""}"
T613,Costa Rica's 2nd Vice-President is in line to be the president.,GW27,N,"['A2UF2FRGVW4T89', 'A2JPOXYZM5AJZZ', 'A365SN61J4UNGR', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9']","['000000000001', '000000011101', '000000000100', '000000001100', '000000010101']",000000000101,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""1"", ""Legislature"": ""0"", ""none"": ""1""}"
T613,"Costa Rica has more Mulattos than Protestants, without regard to year.",GW27,C,"['A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A2UF2FRGVW4T89', 'A1IFIK8J49WBER', 'A365SN61J4UNGR']","['000100000001', '000100000000', '000010000000', '000110000000', '000110000000']",000110000000,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""1"", ""Religion  (2017)"": ""1"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T613,The Republic of Costa Rica is a country just north of the equator.,GW51,E,"['A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A2UF2FRGVW4T89', 'A1IFIK8J49WBER', 'A365SN61J4UNGR']","['100000000000', '100000000000', '000000000001', '100000000001', '000000000001']",100000000001,"{""Capitaland largest city"": ""1"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""1""}"
T613,San Jose became the capital of Costa Rica after Spain gave Costa Rica independence.,GW51,N,"['A1IFIK8J49WBER', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9']","['100000000001', '100000000001', '000000000001', '100000000001', '100000000001']",100000000001,"{""Capitaland largest city"": ""1"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""0"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""1""}"
T613,Costa Rica's citizens are mostly Shiite Muslim and Jewish.,GW51,C,"['A1IFIK8J49WBER', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9']","['000110000000', '000100000000', '000010000000', '000010000000', '000010000000']",000010000000,"{""Capitaland largest city"": ""0"", ""Official languages"": ""0"", ""Recognized regional languages"": ""0"", ""Ethnic groups  (2011)"": ""0"", ""Religion  (2017)"": ""1"", ""Demonym(s)"": ""0"", ""Government"": ""0"", ""President"": ""0"", ""1st Vice-President"": ""0"", ""2nd Vice-President"": ""0"", ""Legislature"": ""0"", ""none"": ""0""}"
T808,Collier Bay is a castrated British racehorse.,GW28,E,"['A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A1NF6PELRKACS9']","['00001010000110', '00000010000001', '00001010000000', '00000000000001', '00001010000000']",00001010000000,"{""Sire"": ""0"", ""Grandsire"": ""0"", ""Dam"": ""0"", ""Damsire"": ""0"", ""Sex"": ""1"", ""Foaled"": ""0"", ""Country"": ""1"", ""Colour"": ""0"", ""Breeder"": ""0"", ""Owner"": ""0"", ""Trainer"": ""0"", ""Record"": ""0"", ""Earnings"": ""0"", ""none"": ""0""}"
T808,Collier Bay raced exclusively in the United Kingdom.,GW28,N,"['A2JPOXYZM5AJZZ', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1', 'AISFU4P55HYEH', 'A1NF6PELRKACS9']","['00000010000111', '00000010000001', '00000010000001', '00000010000000', '00000010000000']",00000010000001,"{""Sire"": ""0"", ""Grandsire"": ""0"", ""Dam"": ""0"", ""Damsire"": ""0"", ""Sex"": ""0"", ""Foaled"": ""0"", ""Country"": ""1"", ""Colour"": ""0"", ""Breeder"": ""0"", ""Owner"": ""0"", ""Trainer"": ""0"", ""Record"": ""0"", ""Earnings"": ""0"", ""none"": ""1""}"
T808,Collier Bay was born in the wild of unknown parentage.,GW28,C,"['AISFU4P55HYEH', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1']","['00000000000001', '01110010000000', '11110110111000', '11110000000001', '10100000000000']",11110000000000,"{""Sire"": ""1"", ""Grandsire"": ""1"", ""Dam"": ""1"", ""Damsire"": ""1"", ""Sex"": ""0"", ""Foaled"": ""0"", ""Country"": ""0"", ""Colour"": ""0"", ""Breeder"": ""0"", ""Owner"": ""0"", ""Trainer"": ""0"", ""Record"": ""0"", ""Earnings"": ""0"", ""none"": ""0""}"
T808,Collier Bay was a bay gelding who was known for jumping the starting gun.,GW2,N,"['AISFU4P55HYEH', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1']","['00000000000001', '00001000000001', '00001001000001', '00001000000001', '00001001000000']",00001000000001,"{""Sire"": ""0"", ""Grandsire"": ""0"", ""Dam"": ""0"", ""Damsire"": ""0"", ""Sex"": ""1"", ""Foaled"": ""0"", ""Country"": ""0"", ""Colour"": ""0"", ""Breeder"": ""0"", ""Owner"": ""0"", ""Trainer"": ""0"", ""Record"": ""0"", ""Earnings"": ""0"", ""none"": ""1""}"
T808,Collier Bay was trained by Wally Sturt.,GW2,C,"['AISFU4P55HYEH', 'A2UF2FRGVW4T89', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1']","['00000000001000', '00000000001000', '00000000001000', '00000000001000', '00000000001000']",00000000001000,"{""Sire"": ""0"", ""Grandsire"": ""0"", ""Dam"": ""0"", ""Damsire"": ""0"", ""Sex"": ""0"", ""Foaled"": ""0"", ""Country"": ""0"", ""Colour"": ""0"", ""Breeder"": ""0"", ""Owner"": ""0"", ""Trainer"": ""1"", ""Record"": ""0"", ""Earnings"": ""0"", ""none"": ""0""}"
T808,Collier Bay is a racing horse from the United Kingdom.,GW51,E,"['AISFU4P55HYEH', 'A2UF2FRGVW4T89', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1']","['00000010000000', '00000010000100', '00000010000100', '00001010000110', '00000010000000']",00000010000100,"{""Sire"": ""0"", ""Grandsire"": ""0"", ""Dam"": ""0"", ""Damsire"": ""0"", ""Sex"": ""0"", ""Foaled"": ""0"", ""Country"": ""1"", ""Colour"": ""0"", ""Breeder"": ""0"", ""Owner"": ""0"", ""Trainer"": ""0"", ""Record"": ""1"", ""Earnings"": ""0"", ""none"": ""0""}"
T808,Collier Bay was the most expensive horse auctioned from the U.K. in horse racing history.,GW51,N,"['A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89', 'AMA18W8F60Y2J']","['00000010000011', '00000000000001', '00001010000111', '00000000000001', '00000010000001']",00000010000001,"{""Sire"": ""0"", ""Grandsire"": ""0"", ""Dam"": ""0"", ""Damsire"": ""0"", ""Sex"": ""0"", ""Foaled"": ""0"", ""Country"": ""1"", ""Colour"": ""0"", ""Breeder"": ""0"", ""Owner"": ""0"", ""Trainer"": ""0"", ""Record"": ""0"", ""Earnings"": ""0"", ""none"": ""1""}"
T808,Collier Bay was bred by Lord Derby and John Gosden before it got into racing.,GW51,C,"['A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89', 'AMA18W8F60Y2J']","['00000000101001', '00000000111001', '00000000110101', '00000000100000', '00000000100100']",00000000100001,"{""Sire"": ""0"", ""Grandsire"": ""0"", ""Dam"": ""0"", ""Damsire"": ""0"", ""Sex"": ""0"", ""Foaled"": ""0"", ""Country"": ""0"", ""Colour"": ""0"", ""Breeder"": ""1"", ""Owner"": ""0"", ""Trainer"": ""0"", ""Record"": ""0"", ""Earnings"": ""0"", ""none"": ""1""}"
T914,Chichen-Itza was the first site listed from Latin America.,GW27,N,"['A1NF6PELRKACS9', 'A2UF2FRGVW4T89', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1']","['000000011', '000000001', '000000001', '001111011', '000010000']",000000001,"{""Location"": ""0"", ""Official name"": ""0"", ""Type"": ""0"", ""Criteria"": ""0"", ""Designated"": ""0"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""0"", ""none"": ""1""}"
T914,Mexico is part of the Asian region.,GW27,C,"['A1NF6PELRKACS9', 'A2UF2FRGVW4T89', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1']","['000000110', '100000010', '000000100', '000000010', '000000010']",000000010,"{""Location"": ""0"", ""Official name"": ""0"", ""Type"": ""0"", ""Criteria"": ""0"", ""Designated"": ""0"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""1"", ""none"": ""0""}"
T914,The Chichen Itza is a historical site located in Mexico.,GW51,E,"['A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1', 'A3LRZX8477TYYZ', 'A2JPOXYZM5AJZZ']","['101010000', '101000001', '110000000', '110000001', '101110000']",101000000,"{""Location"": ""1"", ""Official name"": ""0"", ""Type"": ""1"", ""Criteria"": ""0"", ""Designated"": ""0"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""0"", ""none"": ""0""}"
T914,The Chichen Itza is construction by the Mayans.,GW51,N,"['A1NF6PELRKACS9', 'A1IFIK8J49WBER', 'A3I9XLIHPPWPN1', 'A3LRZX8477TYYZ', 'A2JPOXYZM5AJZZ']","['000000001', '000000001', '000000001', '000000001', '000000001']",000000001,"{""Location"": ""0"", ""Official name"": ""0"", ""Type"": ""0"", ""Criteria"": ""0"", ""Designated"": ""0"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""0"", ""none"": ""1""}"
T914,The Chichen Itza was designated as a historical site for cultural purposes about 5 years before 2000.,GW51,C,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89']","['001010000', '001010000', '000010000', '001110000', '001010000']",001010000,"{""Location"": ""0"", ""Official name"": ""0"", ""Type"": ""1"", ""Criteria"": ""0"", ""Designated"": ""1"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""0"", ""none"": ""0""}"
T914,Chichen Itza is a city in North America.,GW28,E,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A3I9XLIHPPWPN1', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89']","['000000100', '100000010', '100000010', '100000110', '100000010']",100000010,"{""Location"": ""1"", ""Official name"": ""0"", ""Type"": ""0"", ""Criteria"": ""0"", ""Designated"": ""0"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""1"", ""none"": ""0""}"
T914,Chichen Itza existed before the formation of Mexico.,GW28,N,"['A1NF6PELRKACS9', 'AMA18W8F60Y2J', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A2UF2FRGVW4T89']","['110000001', '000000001', '010000101', '110000000', '000000001']",010000001,"{""Location"": ""0"", ""Official name"": ""1"", ""Type"": ""0"", ""Criteria"": ""0"", ""Designated"": ""0"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""0"", ""none"": ""1""}"
T914,Chichen Itza is a modern working city in Mexico.,GW28,C,"['A1NF6PELRKACS9', 'AMA18W8F60Y2J', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A2UF2FRGVW4T89']","['110000001', '000000101', '010000101', '000000001', '100010000']",000000001,"{""Location"": ""0"", ""Official name"": ""0"", ""Type"": ""0"", ""Criteria"": ""0"", ""Designated"": ""0"", ""Reference no."": ""0"", ""State Party"": ""0"", ""Region"": ""0"", ""none"": ""1""}"
T1353,The Sh_kaku class came before the Taih_.,GW27,E,"['A2UF2FRGVW4T89', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A1NF6PELRKACS9', 'AISFU4P55HYEH']","['1100000000000000000000', '1100000000000000000000', '0100000000000000000000', '1100000000000000000000', '0100000000000000000000']",1100000000000000000000,"{""Preceded by"": ""1"", ""Succeeded by"": ""1"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""0"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""0"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""0"", ""Armor"": ""0"", ""Aircraft carried"": ""0"", ""none"": ""0""}"
T1353,The Juny_ class had a ship that was sank in battle.,GW27,N,"['A2UF2FRGVW4T89', 'A2JPOXYZM5AJZZ', 'A3I9XLIHPPWPN1', 'A1NF6PELRKACS9', 'AISFU4P55HYEH']","['0000000000000000000001', '0000011000000000000001', '0000000000000000000001', '0000000000000000000001', '0000000000000000000001']",0000000000000000000001,"{""Preceded by"": ""0"", ""Succeeded by"": ""0"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""0"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""0"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""0"", ""Armor"": ""0"", ""Aircraft carried"": ""0"", ""none"": ""1""}"
T1353,The Juny_ class had more guns than aircraft.,GW27,C,"['A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A2UF2FRGVW4T89', 'AMA18W8F60Y2J', 'A3I9XLIHPPWPN1']","['0000000000000000001010', '0000000000000000001010', '0000000000000000001010', '0000000100000000001010', '0000000000000000001010']",0000000000000000001010,"{""Preceded by"": ""0"", ""Succeeded by"": ""0"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""0"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""0"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""1"", ""Armor"": ""0"", ""Aircraft carried"": ""1"", ""none"": ""0""}"
T1353,Hiyo was a second generation aircraft carrier.,GW22,N,"['A2JPOXYZM5AJZZ', 'A1NF6PELRKACS9', 'A2UF2FRGVW4T89', 'AMA18W8F60Y2J', 'A3I9XLIHPPWPN1']","['1100000100000000000001', '0000000100000000000001', '1000000100000000000000', '0000000000000000000001', '0000000000000000000001']",0000000100000000000001,"{""Preceded by"": ""0"", ""Succeeded by"": ""0"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""1"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""0"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""0"", ""Armor"": ""0"", ""Aircraft carried"": ""0"", ""none"": ""1""}"
T1353,Hiyo can carry more than 60 aircrafts and its speed is 30 knots.,GW22,C,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89', 'A3I9XLIHPPWPN1']","['0000000000000010000010', '0000000000000010000011', '0000000000000010000010', '0000000000000000000010', '0000000000000010000010']",0000000000000010000010,"{""Preceded by"": ""0"", ""Succeeded by"": ""0"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""0"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""1"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""0"", ""Armor"": ""0"", ""Aircraft carried"": ""1"", ""none"": ""0""}"
T1353,Sh_kaku-class aircraft carrier was a naval vessel.,GW28,E,"['AISFU4P55HYEH', 'A1NF6PELRKACS9', 'A2JPOXYZM5AJZZ', 'A2UF2FRGVW4T89', 'A3I9XLIHPPWPN1']","['0000000000000000000001', '1000000100000000000001', '1100000110000110000010', '0000000000000000000001', '0000000100000000000000']",0000000100000000000001,"{""Preceded by"": ""0"", ""Succeeded by"": ""0"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""1"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""0"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""0"", ""Armor"": ""0"", ""Aircraft carried"": ""0"", ""none"": ""1""}"
T1353,Sh_kaku-class aircraft carrier was a Japanese aircraft carrier involved in battles during WWII.,GW28,N,"['A2UF2FRGVW4T89', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ']","['0000000100000000000000', '0001000100000000000001', '1000000100000000000001', '1000000100000000000000', '0011000100000000000001']",0000000100000000000001,"{""Preceded by"": ""0"", ""Succeeded by"": ""0"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""1"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""0"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""0"", ""Armor"": ""0"", ""Aircraft carried"": ""0"", ""none"": ""1""}"
T1353,Sh_kaku-class aircraft carrier was an unarmed naval vessel.,GW28,C,"['A2UF2FRGVW4T89', 'A1IFIK8J49WBER', 'A1NF6PELRKACS9', 'AISFU4P55HYEH', 'A2JPOXYZM5AJZZ']","['0000000100000000001000', '0000000100000000000001', '1000000100000000001000', '0000000000000000000001', '0000000100000000001010']",0000000100000000001000,"{""Preceded by"": ""0"", ""Succeeded by"": ""0"", ""Built"": ""0"", ""In commission"": ""0"", ""Completed"": ""0"", ""Lost"": ""0"", ""Scrapped"": ""0"", ""Type"": ""1"", ""Displacement"": ""0"", ""Length"": ""0"", ""Beam"": ""0"", ""Draft"": ""0"", ""Installed power"": ""0"", ""Propulsion"": ""0"", ""Speed"": ""0"", ""Range"": ""0"", ""Complement"": ""0"", ""Sensors and processing systems"": ""0"", ""Arnament"": ""1"", ""Armor"": ""0"", ""Aircraft carried"": ""0"", ""none"": ""0""}"
